enc_region;IH_residencia_habitual;rph_edad;rph_sexo;rph_nacionalidad;rph_nivel;rph_estadocivil;rph_situacion_laboral_a;rph_nse;P_AUMENTO_PAIS;P_FUENTE_INFO_PAIS_1;P_DELITO_PRONOSTICO__1;Pronostico_robo_vivienda
Metropolitana;2;50-59;Mujer;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;6;60-69;Hombre;Chilena;Educación básica;Casado;Empleado;NSE bajo;Aumentó;Experiencias;0;No
Metropolitana;2;30-39;Hombre;Extranjero;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Atacama;4;40-49;Mujer;Chilena;Educación secundaria;Separado;Empleado;NSE bajo;Aumentó;Noticias;1;Si
Metropolitana;4;30-39;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Familiar;0;No
Metropolitana;4;40-49;Hombre;Extranjero;Educación superior;Casado;Empleado;NSE medio;Aumentó;Experiencias;0;No
La Araucanía;2;40-49;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Noticias;0;No
Magallanes;4;30-39;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Redes sociales;0;No
Ohiggins;1;>70;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;1;60-69;Hombre;Chilena;Educación superior;Casado;Cesante;NSE medio;Aumentó;Noticias;1;Si
Coquimbo;1;40-49;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Noticias;1;Si
Metropolitana;2;20-29;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Noticias;0;No
Coquimbo;3;30-39;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE medio;Aumentó;Redes sociales;0;No
Ñuble;3;40-49;Hombre;Chilena;Educación secundaria;Viudo;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;1;30-39;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Redes sociales;0;No
La Araucanía;3;30-39;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;5;15-19;Mujer;Extranjero;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Ohiggins;4;>70;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;5;15-19;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;4;20-29;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE bajo;Se mantuvo;Noticias;0;No
Metropolitana;3;>70;Hombre;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Noticias;0;No
Antofagasta;3;50-59;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Magallanes;2;60-69;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;2;50-59;Mujer;Chilena;Educación superior;Viudo;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;3;30-39;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;TV;0;No
Metropolitana;2;50-59;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;4;60-69;Hombre;Chilena;Educación superior;Conviviente;Cesante;NSE medio;Aumentó;Experiencias;1;Si
Ohiggins;4;30-39;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Noticias;0;No
Antofagasta;3;50-59;Hombre;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Periódico nacional;0;No
Ohiggins;4;30-39;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Otras personas;0;No
La Araucanía;1;50-59;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Redes sociales;1;Si
Valparaíso;3;30-39;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;3;40-49;Hombre;Chilena;Educación básica;Soltero;Cesante;NSE medio;Aumentó;Experiencias;0;No
Metropolitana;3;>70;Mujer;Chilena;Educación secundaria;Conviviente;Cesante;NSE medio;Aumentó;Noticias;1;Si
Metropolitana;4;60-69;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE bajo;Aumentó;TV;0;No
Coquimbo;2;20-29;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Redes sociales;0;No
Metropolitana;5;30-39;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE bajo;Aumentó;Otras personas;0;No
Atacama;4;15-19;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Ohiggins;2;40-49;Hombre;Extranjero;Educación superior;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;3;40-49;Hombre;Chilena;Educación superior;Separado;Empleado;NSE medio;Aumentó;TV;1;Si
Coquimbo;1;50-59;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE alto;Aumentó;Redes sociales;0;No
Metropolitana;2;60-69;Hombre;Chilena;Sin educación formal;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Ohiggins;2;60-69;Mujer;Chilena;Educación básica;Separado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;5;15-19;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;4;40-49;Hombre;Extranjero;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Otras personas;0;No
Metropolitana;2;>70;Mujer;Chilena;Educación superior;Viudo;Cesante;NSE medio;Aumentó;Noticias;0;No
Ohiggins;1;50-59;Hombre;Chilena;Educación básica;Soltero;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;4;50-59;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Los lagos;2;60-69;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Radio;0;No
Valparaíso;3;30-39;Mujer;Chilena;Sin educación formal;Conviviente;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;4;30-39;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;5;50-59;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;1;Si
Metropolitana;6;50-59;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;1;Si
Metropolitana;6;20-29;Hombre;Extranjero;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Experiencias;0;No
Metropolitana;2;>70;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE medio;Aumentó;Noticias;1;Si
La Araucanía;2;40-49;Mujer;Extranjero;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;1;Si
Metropolitana;4;60-69;Hombre;Chilena;Nivel ignorado;Separado;Empleado;NSE bajo;Se mantuvo;Radio;0;No
Metropolitana;3;30-39;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;4;50-59;Hombre;Chilena;Educación superior;Separado;Empleado;NSE medio;Aumentó;Experiencias;0;No
Ohiggins;4;40-49;Mujer;Chilena;Educación superior;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;2;40-49;Mujer;Extranjero;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Otras personas;0;No
Metropolitana;4;60-69;Mujer;Chilena;Educación superior;Viudo;Empleado;NSE bajo;Aumentó;Noticias;1;Si
Los Ríos;4;30-39;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Ohiggins;2;60-69;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE medio;Aumentó;Noticias;1;Si
La Araucanía;5;50-59;Mujer;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
La Araucanía;3;30-39;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;2;40-49;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Maule;1;60-69;Hombre;Chilena;Educación básica;Separado;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Ohiggins;1;>70;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
La Araucanía;1;40-49;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Redes sociales;1;Si
La Araucanía;5;20-29;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE alto;Aumentó;Experiencias;0;No
Metropolitana;1;40-49;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Noticias;0;No
Metropolitana;3;20-29;Mujer;Extranjero;Educación secundaria;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;5;30-39;Mujer;Chilena;Educación superior;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Maule;3;40-49;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Atacama;2;15-19;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;4;40-49;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;1;40-49;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE medio;Aumentó;Experiencias;0;No
Ñuble;4;40-49;Hombre;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Se mantuvo;Redes sociales;0;No
Valparaíso;4;50-59;Mujer;Chilena;Educación superior;Casado;Cesante;NSE medio;Aumentó;Noticias;0;No
Ohiggins;5;50-59;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;TV;0;No
Los Ríos;2;30-39;Hombre;Extranjero;Educación superior;Separado;Empleado;NSE bajo;Aumentó;Periódico nacional;0;No
Metropolitana;4;20-29;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Otras personas;0;No
Atacama;2;30-39;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Los Ríos;2;20-29;Mujer;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Familiar;0;No
Metropolitana;2;50-59;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Radio;0;No
Metropolitana;4;60-69;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
La Araucanía;1;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Se mantuvo;Redes sociales;1;Si
Metropolitana;2;>70;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;1;30-39;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Redes sociales;0;No
Ñuble;1;50-59;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Noticias;0;No
Coquimbo;1;40-49;Mujer;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Redes sociales;0;No
Metropolitana;5;20-29;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Tarapacá;1;30-39;Mujer;Extranjero;Educación secundaria;Soltero;Empleado;NSE medio;Aumentó;Experiencias;0;No
Ohiggins;3;50-59;Mujer;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Atacama;2;50-59;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Radio;0;No
Los Ríos;3;30-39;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Radio;0;No
Atacama;1;60-69;Mujer;Chilena;Educación secundaria;Separado;Cesante;NSE medio;Aumentó;Radio;1;Si
Los lagos;3;30-39;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;2;20-29;Mujer;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Ñuble;2;50-59;Mujer;Chilena;Educación básica;Viudo;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;4;>70;Mujer;Chilena;Educación básica;Viudo;Cesante;NSE medio;Aumentó;Familiar;0;No
Metropolitana;3;30-39;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;5;20-29;Mujer;Extranjero;Educación secundaria;Conviviente;Cesante;NSE bajo;Aumentó;Noticias;0;No
Los Ríos;3;15-19;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Redes sociales;0;No
Antofagasta;4;50-59;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;1;40-49;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE alto;Se mantuvo;Redes sociales;0;No
Coquimbo;3;20-29;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Redes sociales;0;No
Tarapacá;1;>70;Mujer;Chilena;Educación superior;Separado;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;1;60-69;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE medio;Se mantuvo;Noticias;0;No
Metropolitana;4;20-29;Hombre;Extranjero;Educación superior;Soltero;Cesante;NSE alto;Se mantuvo;Redes sociales;0;No
Metropolitana;1;50-59;Hombre;Chilena;Educación básica;Separado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;2;>70;Hombre;Chilena;Educación superior;Casado;Cesante;NSE alto;Aumentó;TV;0;No
Ohiggins;2;60-69;Mujer;Chilena;Educación secundaria;Conviviente;Empleado;NSE bajo;Aumentó;Noticias;0;No
Aysén;1;40-49;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Noticias;1;Si
Metropolitana;3;30-39;Hombre;Extranjero;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;1;60-69;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;1;>70;Mujer;Chilena;Educación básica;Viudo;Cesante;NSE bajo;Aumentó;Noticias;0;No
Ohiggins;4;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Otras personas;0;No
La Araucanía;1;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Se mantuvo;Redes sociales;1;Si
Metropolitana;2;30-39;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Experiencias;0;No
Metropolitana;1;30-39;Mujer;Extranjero;Educación superior;Soltero;Empleado;NSE alto;Se mantuvo;Familiar;0;No
Metropolitana;1;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE bajo;Aumentó;TV;0;No
Maule;3;60-69;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;2;30-39;Mujer;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Noticias;0;No
Metropolitana;8;30-39;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Noticias;0;No
Antofagasta;6;15-19;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Atacama;3;20-29;Mujer;Chilena;Educación superior;Conviviente;Cesante;NSE alto;Aumentó;Noticias;0;No
La Araucanía;4;20-29;Mujer;Chilena;Educación secundaria;Conviviente;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;1;>70;Mujer;Chilena;Educación superior;Viudo;Empleado;NSE alto;Aumentó;Experiencias;0;No
Valparaíso;3;30-39;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Se mantuvo;Redes sociales;0;No
La Araucanía;4;50-59;Mujer;Chilena;Educación superior;Casado;Empleado;NSE medio;Se mantuvo;Noticias;0;No
Tarapacá;1;60-69;Mujer;Extranjero;Educación básica;Soltero;Empleado;NSE bajo;Aumentó;Experiencias;0;No
Antofagasta;4;30-39;Hombre;Chilena;Educación secundaria;Separado;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;1;50-59;Hombre;Chilena;Educación superior;Viudo;Cesante;NSE bajo;Aumentó;Experiencias;0;No
Valparaíso;5;40-49;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Biobío;5;50-59;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE bajo;Aumentó;Noticias;0;No
Tarapacá;1;40-49;Hombre;Extranjero;Educación básica;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Biobío;5;20-29;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Atacama;5;30-39;Mujer;Chilena;Educación superior;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Atacama;4;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE bajo;Aumentó;Noticias;0;No
Antofagasta;5;20-29;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;1;>70;Hombre;Chilena;Sin educación formal;Viudo;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Maule;4;40-49;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Arica y Parinacota;7;30-39;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Atacama;2;20-29;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;5;15-19;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Se mantuvo;Redes sociales;0;No
Biobío;4;40-49;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Arica y Parinacota;3;50-59;Hombre;Extranjero;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Maule;2;60-69;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Otras personas;0;No
Arica y Parinacota;4;50-59;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Maule;1;>70;Mujer;Chilena;Educación básica;Viudo;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Tarapacá;4;>70;Mujer;Chilena;Educación básica;Viudo;Cesante;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;3;50-59;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Biobío;5;50-59;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;2;30-39;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Se mantuvo;Redes sociales;0;No
Maule;3;30-39;Mujer;Chilena;Educación superior;Separado;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Antofagasta;4;60-69;Hombre;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;3;30-39;Hombre;Extranjero;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Atacama;3;60-69;Mujer;Chilena;Educación secundaria;Conviviente;Cesante;NSE bajo;Aumentó;Noticias;0;No
Biobío;2;60-69;Hombre;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Tarapacá;7;30-39;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE medio;Se mantuvo;Noticias;0;No
Magallanes;2;50-59;Hombre;Chilena;Educación básica;Casado;Empleado;NSE bajo;Aumentó;Familiar;1;Si
Antofagasta;4;40-49;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Atacama;4;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Magallanes;1;30-39;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Se mantuvo;Redes sociales;0;No
Maule;4;15-19;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Experiencias;0;No
Biobío;4;60-69;Mujer;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Biobío;5;30-39;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Arica y Parinacota;4;30-39;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE bajo;Aumentó;Noticias;0;No
Ñuble;3;40-49;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Noticias;0;No
Biobío;2;40-49;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Tarapacá;4;40-49;Hombre;Extranjero;Educación secundaria;Conviviente;Empleado;NSE bajo;Aumentó;Otras personas;0;No
Metropolitana;5;>70;Hombre;Chilena;Educación básica;Viudo;Cesante;NSE medio;Aumentó;Noticias;0;No
Atacama;5;40-49;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;3;40-49;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Magallanes;2;60-69;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Antofagasta;4;30-39;Hombre;Chilena;Sin educación formal;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
Aysén;4;50-59;Mujer;Chilena;Educación básica;Separado;Empleado;NSE bajo;Aumentó;Noticias;0;No
La Araucanía;4;40-49;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Ñuble;1;60-69;Mujer;Chilena;Educación básica;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;3;60-69;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;4;40-49;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Noticias;0;No
Metropolitana;3;40-49;Mujer;Extranjero;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Experiencias;0;No
Valparaíso;2;>70;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Noticias;1;Si
La Araucanía;4;40-49;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Ñuble;1;>70;Hombre;Chilena;Educación secundaria;Separado;Cesante;NSE medio;Aumentó;Noticias;1;Si
Magallanes;1;40-49;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Se mantuvo;Redes sociales;1;Si
Antofagasta;2;50-59;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE alto;Aumentó;Noticias;0;No
Metropolitana;5;30-39;Mujer;Chilena;Educación superior;Casado;Cesante;NSE medio;Aumentó;Experiencias;1;Si
Metropolitana;10;20-29;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Valparaíso;1;>70;Mujer;Chilena;Educación básica;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;1;40-49;Hombre;Chilena;Educación superior;Separado;Empleado;NSE alto;Aumentó;Noticias;0;No
Coquimbo;1;30-39;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;2;60-69;Mujer;Chilena;Educación superior;Separado;Cesante;NSE alto;Aumentó;Noticias;0;No
